date,program,text,sentiment,weekday
2025-03-14,Master Chef,Kommentar zu Master Chef am 2025-03-14,positive,Friday
2025-03-15,Master Chef,Kommentar zu Master Chef am 2025-03-15,positive,Saturday
2025-03-16,Master Chef,Kommentar zu Master Chef am 2025-03-16,positive,Sunday
2025-03-17,Master Chef,Kommentar zu Master Chef am 2025-03-17,positive,Monday
2025-03-18,Master Chef,Kommentar zu Master Chef am 2025-03-18,positive,Tuesday
2025-03-19,Master Chef,Kommentar zu Master Chef am 2025-03-19,negative,Wednesday
2025-03-20,Master Chef,Kommentar zu Master Chef am 2025-03-20,positive,Thursday
2025-03-21,Master Chef,Kommentar zu Master Chef am 2025-03-21,positive,Friday
2025-03-22,Master Chef,Kommentar zu Master Chef am 2025-03-22,positive,Saturday
2025-03-23,Master Chef,Kommentar zu Master Chef am 2025-03-23,positive,Sunday
2025-03-24,Master Chef,Kommentar zu Master Chef am 2025-03-24,positive,Monday
2025-03-25,Master Chef,Kommentar zu Master Chef am 2025-03-25,positive,Tuesday
2025-03-26,Master Chef,Kommentar zu Master Chef am 2025-03-26,positive,Wednesday
2025-03-27,Master Chef,Kommentar zu Master Chef am 2025-03-27,positive,Thursday
2025-03-28,Master Chef,Kommentar zu Master Chef am 2025-03-28,positive,Friday
2025-03-29,Master Chef,Kommentar zu Master Chef am 2025-03-29,positive,Saturday
2025-03-30,Master Chef,Kommentar zu Master Chef am 2025-03-30,positive,Sunday
2025-03-31,Master Chef,Kommentar zu Master Chef am 2025-03-31,negative,Monday
2025-04-01,Master Chef,Kommentar zu Master Chef am 2025-04-01,negative,Tuesday
2025-04-02,Master Chef,Kommentar zu Master Chef am 2025-04-02,neutral,Wednesday
2025-04-03,Master Chef,Kommentar zu Master Chef am 2025-04-03,negative,Thursday
2025-04-04,Master Chef,Kommentar zu Master Chef am 2025-04-04,positive,Friday
2025-04-05,Master Chef,Kommentar zu Master Chef am 2025-04-05,positive,Saturday
2025-04-06,Master Chef,Kommentar zu Master Chef am 2025-04-06,positive,Sunday
2025-04-07,Master Chef,Kommentar zu Master Chef am 2025-04-07,positive,Monday
2025-04-08,Master Chef,Kommentar zu Master Chef am 2025-04-08,positive,Tuesday
2025-04-09,Master Chef,Kommentar zu Master Chef am 2025-04-09,positive,Wednesday
2025-04-10,Master Chef,Kommentar zu Master Chef am 2025-04-10,positive,Thursday
2025-04-11,Master Chef,Kommentar zu Master Chef am 2025-04-11,neutral,Friday
2025-04-12,Master Chef,Kommentar zu Master Chef am 2025-04-12,negative,Saturday
2025-04-13,Master Chef,Kommentar zu Master Chef am 2025-04-13,negative,Sunday
2025-04-14,Master Chef,Kommentar zu Master Chef am 2025-04-14,negative,Monday
2025-04-15,Master Chef,Kommentar zu Master Chef am 2025-04-15,positive,Tuesday
2025-04-16,Master Chef,Kommentar zu Master Chef am 2025-04-16,positive,Wednesday
2025-04-17,Master Chef,Kommentar zu Master Chef am 2025-04-17,positive,Thursday
2025-04-18,Master Chef,Kommentar zu Master Chef am 2025-04-18,positive,Friday
2025-04-19,Master Chef,Kommentar zu Master Chef am 2025-04-19,positive,Saturday
2025-04-20,Master Chef,Kommentar zu Master Chef am 2025-04-20,positive,Sunday
2025-04-21,Master Chef,Kommentar zu Master Chef am 2025-04-21,positive,Monday
2025-04-22,Master Chef,Kommentar zu Master Chef am 2025-04-22,neutral,Tuesday
2025-04-23,Master Chef,Kommentar zu Master Chef am 2025-04-23,positive,Wednesday
2025-04-24,Master Chef,Kommentar zu Master Chef am 2025-04-24,positive,Thursday
2025-04-25,Master Chef,Kommentar zu Master Chef am 2025-04-25,neutral,Friday
2025-04-26,Master Chef,Kommentar zu Master Chef am 2025-04-26,positive,Saturday
2025-04-27,Master Chef,Kommentar zu Master Chef am 2025-04-27,positive,Sunday
2025-04-28,Master Chef,Kommentar zu Master Chef am 2025-04-28,neutral,Monday
2025-04-29,Master Chef,Kommentar zu Master Chef am 2025-04-29,negative,Tuesday
2025-04-30,Master Chef,Kommentar zu Master Chef am 2025-04-30,positive,Wednesday
2025-05-01,Master Chef,Kommentar zu Master Chef am 2025-05-01,positive,Thursday
2025-05-02,Master Chef,Kommentar zu Master Chef am 2025-05-02,positive,Friday
2025-05-03,Master Chef,Kommentar zu Master Chef am 2025-05-03,positive,Saturday
2025-05-04,Master Chef,Kommentar zu Master Chef am 2025-05-04,positive,Sunday
2025-05-05,Master Chef,Kommentar zu Master Chef am 2025-05-05,positive,Monday
2025-05-06,Master Chef,Kommentar zu Master Chef am 2025-05-06,positive,Tuesday
2025-05-07,Master Chef,Kommentar zu Master Chef am 2025-05-07,neutral,Wednesday
2025-05-08,Master Chef,Kommentar zu Master Chef am 2025-05-08,neutral,Thursday
2025-05-09,Master Chef,Kommentar zu Master Chef am 2025-05-09,positive,Friday
2025-05-10,Master Chef,Kommentar zu Master Chef am 2025-05-10,positive,Saturday
2025-05-11,Master Chef,Kommentar zu Master Chef am 2025-05-11,positive,Sunday
2025-05-12,Master Chef,Kommentar zu Master Chef am 2025-05-12,positive,Monday
2025-05-13,Master Chef,Kommentar zu Master Chef am 2025-05-13,positive,Tuesday
2025-05-14,Master Chef,Kommentar zu Master Chef am 2025-05-14,positive,Wednesday
2025-05-15,Master Chef,Kommentar zu Master Chef am 2025-05-15,positive,Thursday
2025-05-16,Master Chef,Kommentar zu Master Chef am 2025-05-16,positive,Friday
2025-05-17,Master Chef,Kommentar zu Master Chef am 2025-05-17,positive,Saturday
2025-05-18,Master Chef,Kommentar zu Master Chef am 2025-05-18,positive,Sunday
2025-05-19,Master Chef,Kommentar zu Master Chef am 2025-05-19,positive,Monday
2025-05-20,Master Chef,Kommentar zu Master Chef am 2025-05-20,positive,Tuesday
2025-05-21,Master Chef,Kommentar zu Master Chef am 2025-05-21,positive,Wednesday
2025-05-22,Master Chef,Kommentar zu Master Chef am 2025-05-22,positive,Thursday
2025-05-23,Master Chef,Kommentar zu Master Chef am 2025-05-23,neutral,Friday
2025-05-24,Master Chef,Kommentar zu Master Chef am 2025-05-24,positive,Saturday
2025-05-25,Master Chef,Kommentar zu Master Chef am 2025-05-25,positive,Sunday
2025-05-26,Master Chef,Kommentar zu Master Chef am 2025-05-26,positive,Monday
2025-05-27,Master Chef,Kommentar zu Master Chef am 2025-05-27,positive,Tuesday
2025-05-28,Master Chef,Kommentar zu Master Chef am 2025-05-28,positive,Wednesday
2025-05-29,Master Chef,Kommentar zu Master Chef am 2025-05-29,positive,Thursday
2025-05-30,Master Chef,Kommentar zu Master Chef am 2025-05-30,positive,Friday
2025-05-31,Master Chef,Kommentar zu Master Chef am 2025-05-31,positive,Saturday
2025-06-01,Master Chef,Kommentar zu Master Chef am 2025-06-01,positive,Sunday
2025-06-02,Master Chef,Kommentar zu Master Chef am 2025-06-02,positive,Monday
2025-06-03,Master Chef,Kommentar zu Master Chef am 2025-06-03,positive,Tuesday
2025-06-04,Master Chef,Kommentar zu Master Chef am 2025-06-04,positive,Wednesday
2025-06-05,Master Chef,Kommentar zu Master Chef am 2025-06-05,positive,Thursday
2025-06-06,Master Chef,Kommentar zu Master Chef am 2025-06-06,negative,Friday
2025-06-07,Master Chef,Kommentar zu Master Chef am 2025-06-07,positive,Saturday
2025-06-08,Master Chef,Kommentar zu Master Chef am 2025-06-08,positive,Sunday
2025-06-09,Master Chef,Kommentar zu Master Chef am 2025-06-09,positive,Monday
2025-06-10,Master Chef,Kommentar zu Master Chef am 2025-06-10,positive,Tuesday
2025-06-11,Master Chef,Kommentar zu Master Chef am 2025-06-11,positive,Wednesday
2025-06-12,Master Chef,Kommentar zu Master Chef am 2025-06-12,positive,Thursday
2025-06-13,Master Chef,Kommentar zu Master Chef am 2025-06-13,negative,Friday
